product_1_id,product_2_id,product_1_name,product_2_name,brand_1,brand_2,category,size_value_1,size_unit_1,size_value_2,size_unit_2,price_1,price_2,currency_1,currency_2,retailer_1,retailer_2,similarity,name_similarity,brand_similarity,size_similarity
PRD24f16863,PRD8e54123b,Friendly Soap Conditioner Bar Peppermint & Eucalyptus,Conditioner Bar - - Peppermint & Eucalyptus | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,REGN,Friendly Soap,100.0,100.0,100.0,50.0
PRD9e61c9a7,PRD28257c33,Friendly Soap Lavender & Geranium Conditioner Bar,Friendly Soap Conditioner Bar - Lavender & Tea Tree,Friendly Soap,Friendly Soap,Conditioner Bar,,,90.0,g,8.99,33.22,GBP,GBP,C & G Natural Beauty Shop,eBay - gudz_uk,98.6,78.65,100.0,50.0
PRD9e61c9a7,PRD99303b82,Friendly Soap Lavender & Geranium Conditioner Bar,Conditioner Bar - - Lavender & Geranium | Friendly Soap,Friendly Soap,Friendly Soap,Conditioner Bar,,,12.0,pack,8.99,91.7,GBP,GBP,C & G Natural Beauty Shop,Friendly Soap,100.0,100.0,100.0,50.0
PRDff2e9b24,PRDc18dacd6,Ethique Wonderbar Conditioner Bar for Oily-Normal Hair-Mini,Ethique Wonderbar Conditioner Bar For Oily to Normal Hair,Ethique Wonderbar,Ethique Wonderbar,Conditioner Bar,,,,,3.5,12.99,GBP,GBP,New Zealand Nature - UK,Amazon.co.uk - Amazon.co.uk-Seller,100.0,90.38,100.0,50.0
PRD531eecf5,PRD1c1228d1,KinKind Give Me Strength Conditioner Bar,KinKind Give Me More Deep Conditioner Bar,KinKind Give,KinKind Give,Conditioner Bar,,,,,7.5,8.95,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,97.4,77.39,100.0,50.0
PRDd8cac166,PRD22ae5503,Superfly Soap Hair Conditioner Bar,Superfly Soap Solid Hair Conditioner Bar,Superfly Soap,Superfly Soap,Conditioner Bar,,,,,8.3,8.3,GBP,GBP,Amazon.co.uk - Amazon.co.uk-Seller,Amazon.co.uk - Amazon.co.uk-Seller,100.0,93.33,100.0,50.0
PRD03dcabb3,PRD2c4133ca,Nourishing Conditioner Bar,alott - nourishing conditioner bar,Nourishing Conditioner,,Conditioner Bar,,,,,7.0,16.0,GBP,GBP,Marigold Charms,Jjungl,90.0,90.0,50.0,50.0
PRDa43053ee,PRDbb255664,Bain & Savon Natural Conditioner Bar,Bain & Savon Natural Conditioner Bar Brittle Heat Damaged Hair,Bain,Bain,Conditioner Bar,,,105.0,g,9.0,9.0,GBP,GBP,Peace With The Wild,Peace With The Wild,100.0,82.22,100.0,50.0
PRD9d164e19,PRD949949da,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Fragrance Free,The Soap,The Soap,Conditioner Bar,,,,,6.5,5.85,GBP,GBP,Eco Bee,Babi Pur,100.0,90.0,100.0,50.0
PRD9d164e19,PRD253e76e4,The Soap Mine Solid Conditioner Bar,The Soap Mine Solid Conditioner Bar - Lavender & Orange,The Soap,The Soap,Conditioner Bar,,,,,6.5,5.85,GBP,GBP,Eco Bee,Babi Pur,100.0,90.0,100.0,50.0
PRD272cfb82,PRDa1005f77,Lemon Solid Conditioner Bar,Lemon Solid Conditioner - Hair & Bee Solid Conditioner Bar Conditioner bar in tin,Lemon Solid,Lemon Solid,Conditioner Bar,,,,,8.0,6.99,GBP,GBP,The Pampered Blue Bee,Bee Haven Bodycare & Gifts,100.0,80.0,100.0,50.0
PRDd44093d8,PRDd94aeaa8,Conditioner Bar for All Hair Types,Conditioner Bar for Thin Hair,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,9.6,13.0,GBP,GBP,Owl & Bee UK,Local Boom Gift Shop,97.2,77.2,100.0,50.0
PRDd44093d8,PRD5cc056bd,Conditioner Bar for All Hair Types,Conditioner Bar for Hair Growth,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,9.6,22.26,GBP,GBP,Owl & Bee UK,Snapklik.com,95.2,75.22,100.0,50.0
PRDc8e73bf0,PRDe4a75ca8,Hairy Jayne Musk Conditioner Bar,Hairy Jayne Solid Conditioner Bar,Hairy Jayne,Hairy Jayne,Conditioner Bar,,,,,8.0,9.0,GBP,GBP,Hairy Jayne,Zero Store,100.0,81.58,100.0,50.0
PRDce3bdf79,PRD20a91ac1,Notice Hair Co. Detoxifier Conditioner Bar,Notice Hair Co. Stimulator Conditioner Bar,Notice Hair,Notice Hair,Conditioner Bar,,,,,9.85,9.85,GBP,GBP,Cheeks Ahoy,Cheeks Ahoy,99.3,79.28,100.0,50.0
PRDc9b3c65a,PRD4f126442,Anihana Conditioner Bar Lavender & Lemon,(bulkx6) Anihana Conditioner Bar Lavender & Lemon -oily And Fine,Anihana Conditioner,,Conditioner Bar,60.0,g,60.0,g,6.0,114.93,GBP,GBP,HealthPost.co.nz,eBay,100.0,82.22,50.0,100.0
PRDd94aeaa8,PRD5cc056bd,Conditioner Bar for Thin Hair,Conditioner Bar for Hair Growth,Conditioner Bar,Conditioner Bar,Conditioner Bar,,,,,13.0,22.26,GBP,GBP,Local Boom Gift Shop,Snapklik.com,100.0,81.01,100.0,50.0
